"BehaviorSpace results (NetLogo 6.0.1)"
"pollution.nlogo"
"experiment"
"08/16/2018 16:05:58:533 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","punishedTurtlesWeight","surroundingWasteWeight","punishedCounterWeight","cleaningAmount","agentNumber","wasteAmount","[step]","mean [pollution] of patches"
"814","0.25","0","0.5","0.02","300","15","1000","0"
"815","0.25","0","0.5","0.02","300","15","1000","0"
"816","0.25","0","0.5","0.02","300","15","1000","0"
"817","0.25","0","0.5","0.02","300","15","1000","0"
"818","0.25","0","0.5","0.02","300","15","1000","0"
"819","0.25","0","0.5","0.02","300","15","1000","0"
"820","0.25","0","0.5","0.02","300","15","1000","0"
"821","0.25","0","0.5","0.02","300","15","1000","0"
"822","0.25","0","0.5","0.02","300","15","1000","0"
"823","0.25","0","0.5","0.02","300","15","1000","0"
"824","0.25","0","0.5","0.02","300","15","1000","0"
"825","0.25","0","0.5","0.02","300","15","1000","0"
"826","0.25","0","0.5","0.02","300","15","1000","0"
"827","0.25","0","0.5","0.02","300","15","1000","0"
"828","0.25","0","0.5","0.02","300","15","1000","0"
"829","0.25","0","0.5","0.02","300","15","1000","0"
"830","0.25","0","0.5","0.02","300","15","1000","0"
"831","0.25","0","0.5","0.02","300","15","1000","0"
"832","0.25","0","0.5","0.02","300","15","1000","0"
"833","0.25","0","0.5","0.02","300","15","1000","0"
"834","0.25","0","0.5","0.02","300","15","1000","0"
"835","0.25","0","0.5","0.02","300","15","1000","0"
"836","0.25","0","0.5","0.02","300","15","1000","0"
"837","0.25","0","0.5","0.02","300","15","1000","0"
"838","0.25","0","0.5","0.02","300","15","1000","0"
"839","0.25","0","0.5","0.02","300","15","1000","0"
"840","0.25","0","0.5","0.02","300","15","1000","0"
"841","0.25","0","0.75","0.02","300","15","1000","0"
"842","0.25","0","0.75","0.02","300","15","1000","0"
"843","0.25","0","0.75","0.02","300","15","1000","0"
"844","0.25","0","0.75","0.02","300","15","1000","0"
"845","0.25","0","0.75","0.02","300","15","1000","0"
"846","0.25","0","0.75","0.02","300","15","1000","0"
"847","0.25","0","0.75","0.02","300","15","1000","0"
"848","0.25","0","0.75","0.02","300","15","1000","0"
"849","0.25","0","0.75","0.02","300","15","1000","0"
"850","0.25","0","0.75","0.02","300","15","1000","0"
"854","0.25","0","0.75","0.02","300","15","1000","0"
"852","0.25","0","0.75","0.02","300","15","1000","0"
"851","0.25","0","0.75","0.02","300","15","1000","0"
"853","0.25","0","0.75","0.02","300","15","1000","0"
"855","0.25","0","0.75","0.02","300","15","1000","0"
"856","0.25","0","0.75","0.02","300","15","1000","0"
"857","0.25","0","0.75","0.02","300","15","1000","0"
"858","0.25","0","0.75","0.02","300","15","1000","0"
"859","0.25","0","0.75","0.02","300","15","1000","0"
"860","0.25","0","0.75","0.02","300","15","1000","0"
"861","0.25","0","0.75","0.02","300","15","1000","0"
"862","0.25","0","0.75","0.02","300","15","1000","0"
"863","0.25","0","0.75","0.02","300","15","1000","0"
"864","0.25","0","0.75","0.02","300","15","1000","0"
"865","0.25","0","0.75","0.02","300","15","1000","0"
"866","0.25","0","0.75","0.02","300","15","1000","0"
"867","0.25","0","0.75","0.02","300","15","1000","0"
"868","0.25","0","0.75","0.02","300","15","1000","0"
"869","0.25","0","0.75","0.02","300","15","1000","0"
"870","0.25","0","0.75","0.02","300","15","1000","0"
"871","0.25","0","1","0.02","300","15","1000","0"
"872","0.25","0","1","0.02","300","15","1000","0"
"873","0.25","0","1","0.02","300","15","1000","0"
"874","0.25","0","1","0.02","300","15","1000","0"
"875","0.25","0","1","0.02","300","15","1000","0"
"876","0.25","0","1","0.02","300","15","1000","0"
"877","0.25","0","1","0.02","300","15","1000","0"
"879","0.25","0","1","0.02","300","15","1000","0"
"878","0.25","0","1","0.02","300","15","1000","0"
"880","0.25","0","1","0.02","300","15","1000","0"
"881","0.25","0","1","0.02","300","15","1000","0"
"882","0.25","0","1","0.02","300","15","1000","0"
"884","0.25","0","1","0.02","300","15","1000","0"
"883","0.25","0","1","0.02","300","15","1000","0"
"885","0.25","0","1","0.02","300","15","1000","0"
"887","0.25","0","1","0.02","300","15","1000","0"
"886","0.25","0","1","0.02","300","15","1000","0"
"888","0.25","0","1","0.02","300","15","1000","0"
"889","0.25","0","1","0.02","300","15","1000","0"
"890","0.25","0","1","0.02","300","15","1000","0"
"891","0.25","0","1","0.02","300","15","1000","0"
"892","0.25","0","1","0.02","300","15","1000","0"
"894","0.25","0","1","0.02","300","15","1000","0"
"893","0.25","0","1","0.02","300","15","1000","0"
"895","0.25","0","1","0.02","300","15","1000","0"
"896","0.25","0","1","0.02","300","15","1000","0"
"897","0.25","0","1","0.02","300","15","1000","0"
"898","0.25","0","1","0.02","300","15","1000","0"
"899","0.25","0","1","0.02","300","15","1000","0"
"900","0.25","0","1","0.02","300","15","1000","0"
"901","0.25","0.25","0","0.02","300","15","1000","0.3397061524334506"
"903","0.25","0.25","0","0.02","300","15","1000","0.36091827364557044"
"902","0.25","0.25","0","0.02","300","15","1000","0.3603122130394996"
"904","0.25","0.25","0","0.02","300","15","1000","0.3826813590450198"
"905","0.25","0.25","0","0.02","300","15","1000","0.2757759412305133"
"906","0.25","0.25","0","0.02","300","15","1000","0.3657483930211488"
"907","0.25","0.25","0","0.02","300","15","1000","0.346170798898096"
"908","0.25","0.25","0","0.02","300","15","1000","0.35456382001838027"
"909","0.25","0.25","0","0.02","300","15","1000","0.3720110192837648"
"910","0.25","0.25","0","0.02","300","15","1000","0.329825528007371"
"911","0.25","0.25","0","0.02","300","15","1000","0.43342516069791104"
"912","0.25","0.25","0","0.02","300","15","1000","0.33449035812674643"
"913","0.25","0.25","0","0.02","300","15","1000","0.3204224058769694"
"914","0.25","0.25","0","0.02","300","15","1000","0.3169513314968072"
"915","0.25","0.25","0","0.02","300","15","1000","0.22651974288340337"
"916","0.25","0.25","0","0.02","300","15","1000","0.4012488521579645"
"917","0.25","0.25","0","0.02","300","15","1000","0.313608815427019"
"918","0.25","0.25","0","0.02","300","15","1000","0.29460055096421117"
"919","0.25","0.25","0","0.02","300","15","1000","0.3641873278237141"
"920","0.25","0.25","0","0.02","300","15","1000","0.3787144168962528"
"921","0.25","0.25","0","0.02","300","15","1000","0.3208999081726572"
"922","0.25","0.25","0","0.02","300","15","1000","0.30587695133151627"
"923","0.25","0.25","0","0.02","300","15","1000","0.32101010101012517"
"924","0.25","0.25","0","0.02","300","15","1000","0.3789715335170105"
"925","0.25","0.25","0","0.02","300","15","1000","0.4442240587695393"
"926","0.25","0.25","0","0.02","300","15","1000","0.419742883379268"
"927","0.25","0.25","0","0.02","300","15","1000","0.4257483930211454"
"928","0.25","0.25","0","0.02","300","15","1000","0.40868686868688797"
"929","0.25","0.25","0","0.02","300","15","1000","0.38683195592288805"
"930","0.25","0.25","0","0.02","300","15","1000","0.27834710743803964"
"931","0.25","0.25","0.25","0.02","300","15","1000","0.38679522497706464"
"932","0.25","0.25","0.25","0.02","300","15","1000","0.3152066115702699"
"933","0.25","0.25","0.25","0.02","300","15","1000","0.5009550045913861"
"934","0.25","0.25","0.25","0.02","300","15","1000","0.31316804407715526"
"935","0.25","0.25","0.25","0.02","300","15","1000","0.36260789715337544"
"936","0.25","0.25","0.25","0.02","300","15","1000","0.3330394857667866"
"937","0.25","0.25","0.25","0.02","300","15","1000","0.3224977043159082"
"938","0.25","0.25","0.25","0.02","300","15","1000","0.32396694214878186"
"939","0.25","0.25","0.25","0.02","300","15","1000","0.36418732782371466"
"940","0.25","0.25","0.25","0.02","300","15","1000","0.38923783287422087"
"941","0.25","0.25","0.25","0.02","300","15","1000","0.4084297520661376"
"942","0.25","0.25","0.25","0.02","300","15","1000","0.39698806244263074"
"943","0.25","0.25","0.25","0.02","300","15","1000","0.3059320477502513"
"944","0.25","0.25","0.25","0.02","300","15","1000","0.2895133149678839"
"945","0.25","0.25","0.25","0.02","300","15","1000","0.35897153351701133"
"946","0.25","0.25","0.25","0.02","300","15","1000","0.3443893480257325"
"948","0.25","0.25","0.25","0.02","300","15","1000","0.3302479338843232"
"947","0.25","0.25","0.25","0.02","300","15","1000","0.3718640955004879"
"949","0.25","0.25","0.25","0.02","300","15","1000","0.31469237832876384"
"950","0.25","0.25","0.25","0.02","300","15","1000","0.3568962350780751"
"953","0.25","0.25","0.25","0.02","300","15","1000","0.3939577594123274"
"951","0.25","0.25","0.25","0.02","300","15","1000","0.31608815426999737"
"952","0.25","0.25","0.25","0.02","300","15","1000","0.36427915518826975"
"954","0.25","0.25","0.25","0.02","300","15","1000","0.31682277318642726"
"955","0.25","0.25","0.25","0.02","300","15","1000","0.31845730027550484"
"956","0.25","0.25","0.25","0.02","300","15","1000","0.35616161616163977"
"957","0.25","0.25","0.25","0.02","300","15","1000","0.31397612488523796"
"958","0.25","0.25","0.25","0.02","300","15","1000","0.27278236914603043"
"959","0.25","0.25","0.25","0.02","300","15","1000","0.27757575757577635"
"960","0.25","0.25","0.25","0.02","300","15","1000","0.3621303948576863"
"961","0.25","0.25","0.5","0.02","300","15","1000","0.35162534435264026"
"962","0.25","0.25","0.5","0.02","300","15","1000","0.3814325068870749"
"963","0.25","0.25","0.5","0.02","300","15","1000","0.4188062442608152"
"964","0.25","0.25","0.5","0.02","300","15","1000","0.33000918273648167"
"966","0.25","0.25","0.5","0.02","300","15","1000","0.3290358126722008"
"965","0.25","0.25","0.5","0.02","300","15","1000","0.3887786960514496"
"967","0.25","0.25","0.5","0.02","300","15","1000","0.42222222222224554"
"968","0.25","0.25","0.5","0.02","300","15","1000","0.4198163452709132"
"969","0.25","0.25","0.5","0.02","300","15","1000","0.3506336088154501"
"970","0.25","0.25","0.5","0.02","300","15","1000","0.3094765840220604"
"971","0.25","0.25","0.5","0.02","300","15","1000","0.21390266299359062"
"973","0.25","0.25","0.5","0.02","300","15","1000","0.4148393021120484"
"972","0.25","0.25","0.5","0.02","300","15","1000","0.3686685032139849"
"974","0.25","0.25","0.5","0.02","300","15","1000","0.41371900826448404"
"975","0.25","0.25","0.5","0.02","300","15","1000","0.32701561065199775"
"976","0.25","0.25","0.5","0.02","300","15","1000","0.3526538108356563"
"977","0.25","0.25","0.5","0.02","300","15","1000","0.30407713498624805"
"978","0.25","0.25","0.5","0.02","300","15","1000","0.3331129476584257"
"979","0.25","0.25","0.5","0.02","300","15","1000","0.37577594123050834"
"980","0.25","0.25","0.5","0.02","300","15","1000","0.38376492194676337"
"981","0.25","0.25","0.5","0.02","300","15","1000","0.30657483930213414"
"982","0.25","0.25","0.5","0.02","300","15","1000","0.3276400367309685"
"983","0.25","0.25","0.5","0.02","300","15","1000","0.36949494949497175"
"984","0.25","0.25","0.5","0.02","300","15","1000","0.28550964187330524"
"985","0.25","0.25","0.5","0.02","300","15","1000","0.4143617998163671"
"986","0.25","0.25","0.5","0.02","300","15","1000","0.32119375573922976"
"987","0.25","0.25","0.5","0.02","300","15","1000","0.21775941230488513"
"988","0.25","0.25","0.5","0.02","300","15","1000","0.2987144168962567"
"989","0.25","0.25","0.5","0.02","300","15","1000","0.3196694214876232"
"990","0.25","0.25","0.5","0.02","300","15","1000","0.4527823691460285"
"991","0.25","0.25","0.75","0.02","300","15","1000","0.26828282828285355"
"992","0.25","0.25","0.75","0.02","300","15","1000","0.2951698806244439"
"993","0.25","0.25","0.75","0.02","300","15","1000","0.35965105601471503"
"994","0.25","0.25","0.75","0.02","300","15","1000","0.3059504132231623"
"995","0.25","0.25","0.75","0.02","300","15","1000","0.322607897153372"
"996","0.25","0.25","0.75","0.02","300","15","1000","0.32916437098257706"
"997","0.25","0.25","0.75","0.02","300","15","1000","0.34595041322316483"
"998","0.25","0.25","0.75","0.02","300","15","1000","0.2854545454545639"
"999","0.25","0.25","0.75","0.02","300","15","1000","0.4085583103765142"
"1000","0.25","0.25","0.75","0.02","300","15","1000","0.31122130394859926"
"1001","0.25","0.25","0.75","0.02","300","15","1000","0.33781450872361923"
"1002","0.25","0.25","0.75","0.02","300","15","1000","0.33647382920112234"
"1003","0.25","0.25","0.75","0.02","300","15","1000","0.32163452708909657"
"1004","0.25","0.25","0.75","0.02","300","15","1000","0.3357575757575984"
"1005","0.25","0.25","0.75","0.02","300","15","1000","0.3379247015610915"
"1006","0.25","0.25","0.75","0.02","300","15","1000","0.36394857667587227"
"1007","0.25","0.25","0.75","0.02","300","15","1000","0.3796694214876346"
"1008","0.25","0.25","0.75","0.02","300","15","1000","0.30181818181819847"
"1009","0.25","0.25","0.75","0.02","300","15","1000","0.37237832874199045"
"1010","0.25","0.25","0.75","0.02","300","15","1000","0.33454545454547285"
"1011","0.25","0.25","0.75","0.02","300","15","1000","0.18104683195594115"
"1012","0.25","0.25","0.75","0.02","300","15","1000","0.36409550045915967"
"1013","0.25","0.25","0.75","0.02","300","15","1000","0.29221303948578525"
"1014","0.25","0.25","0.75","0.02","300","15","1000","0.33823691460056904"
"1015","0.25","0.25","0.75","0.02","300","15","1000","0.31968778696053446"
"1016","0.25","0.25","0.75","0.02","300","15","1000","0.29243342516071635"
"1017","0.25","0.25","0.75","0.02","300","15","1000","0.30789715335172163"
"1018","0.25","0.25","0.75","0.02","300","15","1000","0.38584022038569815"
"1019","0.25","0.25","0.75","0.02","300","15","1000","0.3651790633609025"
"1020","0.25","0.25","0.75","0.02","300","15","1000","0.30440771349864404"
"1021","0.25","0.25","1","0.02","300","15","1000","0.3877134986226139"
"1022","0.25","0.25","1","0.02","300","15","1000","0.27441689623509774"
"1023","0.25","0.25","1","0.02","300","15","1000","0.3220936639118708"
"1024","0.25","0.25","1","0.02","300","15","1000","0.26997245179065515"
"1025","0.25","0.25","1","0.02","300","15","1000","0.47741046831958456"
"1027","0.25","0.25","1","0.02","300","15","1000","0.29241505968781123"
"1026","0.25","0.25","1","0.02","300","15","1000","0.3800918273645823"
"1028","0.25","0.25","1","0.02","300","15","1000","0.35946740128560895"
"1029","0.25","0.25","1","0.02","300","15","1000","0.3087603305785395"
"1030","0.25","0.25","1","0.02","300","15","1000","0.4358861340679773"
"1031","0.25","0.25","1","0.02","300","15","1000","0.3652708907254608"
"1032","0.25","0.25","1","0.02","300","15","1000","0.29555555555558"
"1033","0.25","0.25","1","0.02","300","15","1000","0.42066115702482043"
"1034","0.25","0.25","1","0.02","300","15","1000","0.3697704315886352"
"1036","0.25","0.25","1","0.02","300","15","1000","0.31601469237835783"
"1035","0.25","0.25","1","0.02","300","15","1000","0.2687970615243577"
"1037","0.25","0.25","1","0.02","300","15","1000","0.37204775022959197"
"1038","0.25","0.25","1","0.02","300","15","1000","0.3579063360881762"
"1039","0.25","0.25","1","0.02","300","15","1000","0.2987878787878999"
"1040","0.25","0.25","1","0.02","300","15","1000","0.33687786960516575"
"1041","0.25","0.25","1","0.02","300","15","1000","0.2667768595041561"
"1042","0.25","0.25","1","0.02","300","15","1000","0.3558861340679781"
"1043","0.25","0.25","1","0.02","300","15","1000","0.2910192837465793"
"1044","0.25","0.25","1","0.02","300","15","1000","0.3945638200183891"
"1045","0.25","0.25","1","0.02","300","15","1000","0.31577594123051156"
"1046","0.25","0.25","1","0.02","300","15","1000","0.2873461891643931"
"1047","0.25","0.25","1","0.02","300","15","1000","0.23652892561985672"
"1048","0.25","0.25","1","0.02","300","15","1000","0.37379247015612566"
"1049","0.25","0.25","1","0.02","300","15","1000","0.30914600550966426"
"1050","0.25","0.25","1","0.02","300","15","1000","0.29884297520663355"
"1051","0.25","0.5","0","0.02","300","15","1000","0.3288521579430938"
"1052","0.25","0.5","0","0.02","300","15","1000","0.41660238751150613"
"1053","0.25","0.5","0","0.02","300","15","1000","0.41801652892564756"
"1054","0.25","0.5","0","0.02","300","15","1000","0.3644444444444745"
"1055","0.25","0.5","0","0.02","300","15","1000","0.48681359044998246"
"1056","0.25","0.5","0","0.02","300","15","1000","0.4995041322314288"
"1057","0.25","0.5","0","0.02","300","15","1000","0.4477502295684313"
"1059","0.25","0.5","0","0.02","300","15","1000","0.34106519742886116"
"1058","0.25","0.5","0","0.02","300","15","1000","0.4272176308540134"
"1060","0.25","0.5","0","0.02","300","15","1000","0.35612488521582353"
"1062","0.25","0.5","0","0.02","300","15","1000","0.381083562901781"
"1063","0.25","0.5","0","0.02","300","15","1000","0.45827364554639904"
"1061","0.25","0.5","0","0.02","300","15","1000","0.5817263544536527"
"1064","0.25","0.5","0","0.02","300","15","1000","0.4077869605142571"
"1065","0.25","0.5","0","0.02","300","15","1000","0.3791919191919454"
"1066","0.25","0.5","0","0.02","300","15","1000","0.43518824609736484"
"1067","0.25","0.5","0","0.02","300","15","1000","0.34931129476586525"
"1068","0.25","0.5","0","0.02","300","15","1000","0.4955188246097601"
"1069","0.25","0.5","0","0.02","300","15","1000","0.5347842056933285"
"1070","0.25","0.5","0","0.02","300","15","1000","0.46703397612490666"
"1071","0.25","0.5","0","0.02","300","15","1000","0.4474196510560381"
"1072","0.25","0.5","0","0.02","300","15","1000","0.4062626262626567"
"1073","0.25","0.5","0","0.02","300","15","1000","0.5077134986226144"
"1074","0.25","0.5","0","0.02","300","15","1000","0.44602387511481767"
"1075","0.25","0.5","0","0.02","300","15","1000","0.49838383838385875"
"1076","0.25","0.5","0","0.02","300","15","1000","0.4941414141414406"
"1077","0.25","0.5","0","0.02","300","15","1000","0.5140312213039806"
"1078","0.25","0.5","0","0.02","300","15","1000","0.3995959595959894"
"1079","0.25","0.5","0","0.02","300","15","1000","0.4071992653811093"
"1080","0.25","0.5","0","0.02","300","15","1000","0.42881542699727637"
"1081","0.25","0.5","0.25","0.02","300","15","1000","0.45338842975208643"
"1082","0.25","0.5","0.25","0.02","300","15","1000","0.3461157024793654"
"1083","0.25","0.5","0.25","0.02","300","15","1000","0.46876033057854116"
"1084","0.25","0.5","0.25","0.02","300","15","1000","0.49280073461894774"
"1085","0.25","0.5","0.25","0.02","300","15","1000","0.35371900826449"
"1086","0.25","0.5","0.25","0.02","300","15","1000","0.40585858585861034"
"1087","0.25","0.5","0.25","0.02","300","15","1000","0.4740128558310588"
"1088","0.25","0.5","0.25","0.02","300","15","1000","0.5199265381083791"
"1089","0.25","0.5","0.25","0.02","300","15","1000","0.4387327823691654"
"1090","0.25","0.5","0.25","0.02","300","15","1000","0.4150045913682529"
"1091","0.25","0.5","0.25","0.02","300","15","1000","0.46730945821857095"
"1092","0.25","0.5","0.25","0.02","300","15","1000","0.5417447199265645"
"1093","0.25","0.5","0.25","0.02","300","15","1000","0.39823691460057387"
"1094","0.25","0.5","0.25","0.02","300","15","1000","0.4293847566575111"
"1095","0.25","0.5","0.25","0.02","300","15","1000","0.5131496786042485"
"1097","0.25","0.5","0.25","0.02","300","15","1000","0.5166942148760616"
"1096","0.25","0.5","0.25","0.02","300","15","1000","0.41539026629938436"
"1098","0.25","0.5","0.25","0.02","300","15","1000","0.39810835629020225"
"1099","0.25","0.5","0.25","0.02","300","15","1000","0.47184573002758134"
"1100","0.25","0.5","0.25","0.02","300","15","1000","0.4583103764922232"
"1101","0.25","0.5","0.25","0.02","300","15","1000","0.4707988980716478"
"1102","0.25","0.5","0.25","0.02","300","15","1000","0.38815426997247876"
"1103","0.25","0.5","0.25","0.02","300","15","1000","0.37046831955926013"
"1104","0.25","0.5","0.25","0.02","300","15","1000","0.4520477502295921"
"1106","0.25","0.5","0.25","0.02","300","15","1000","0.37096418732784653"
"1105","0.25","0.5","0.25","0.02","300","15","1000","0.5307621671258359"
"1107","0.25","0.5","0.25","0.02","300","15","1000","0.46787878787881226"
"1108","0.25","0.5","0.25","0.02","300","15","1000","0.3265932047750529"
"1109","0.25","0.5","0.25","0.02","300","15","1000","0.5120110192837718"
"1110","0.25","0.5","0.25","0.02","300","15","1000","0.413241505968806"
"1111","0.25","0.5","0.5","0.02","300","15","1000","0.4943067033976453"
"1112","0.25","0.5","0.5","0.02","300","15","1000","0.44222222222224683"
"1113","0.25","0.5","0.5","0.02","300","15","1000","0.4388429752066416"
"1114","0.25","0.5","0.5","0.02","300","15","1000","0.37201101928377933"
"1115","0.25","0.5","0.5","0.02","300","15","1000","0.5475849403122484"
"1116","0.25","0.5","0.5","0.02","300","15","1000","0.41548209366393996"
"1117","0.25","0.5","0.5","0.02","300","15","1000","0.5357208448117811"
"1118","0.25","0.5","0.5","0.02","300","15","1000","0.5580348943985584"
"1119","0.25","0.5","0.5","0.02","300","15","1000","0.4667584940312513"
"1120","0.25","0.5","0.5","0.02","300","15","1000","0.5478236914600804"
"1121","0.25","0.5","0.5","0.02","300","15","1000","0.4143250688705531"
"1122","0.25","0.5","0.5","0.02","300","15","1000","0.4793939393939642"
"1123","0.25","0.5","0.5","0.02","300","15","1000","0.4703397612488779"
"1124","0.25","0.5","0.5","0.02","300","15","1000","0.293994490358155"
"1125","0.25","0.5","0.5","0.02","300","15","1000","0.41276400367312027"
"1126","0.25","0.5","0.5","0.02","300","15","1000","0.39698806244263585"
"1127","0.25","0.5","0.5","0.02","300","15","1000","0.44236914600553473"
"1128","0.25","0.5","0.5","0.02","300","15","1000","0.5200183654729394"
"1129","0.25","0.5","0.5","0.02","300","15","1000","0.4975206611570542"
"1130","0.25","0.5","0.5","0.02","300","15","1000","0.3423140495868052"
"1132","0.25","0.5","0.5","0.02","300","15","1000","0.4701377410468627"
"1131","0.25","0.5","0.5","0.02","300","15","1000","0.4188062442608137"
"1133","0.25","0.5","0.5","0.02","300","15","1000","0.4501377410468591"
"1134","0.25","0.5","0.5","0.02","300","15","1000","0.35173553719010797"
"1135","0.25","0.5","0.5","0.02","300","15","1000","0.4692561983471338"
"1136","0.25","0.5","0.5","0.02","300","15","1000","0.4057116620753171"
"1137","0.25","0.5","0.5","0.02","300","15","1000","0.49731864095503353"
"1138","0.25","0.5","0.5","0.02","300","15","1000","0.4441873278237144"
"1139","0.25","0.5","0.5","0.02","300","15","1000","0.31849403122132736"
"1140","0.25","0.5","0.5","0.02","300","15","1000","0.4515335169880838"
"1141","0.25","0.5","0.75","0.02","300","15","1000","0.32097337006430005"
"1142","0.25","0.5","0.75","0.02","300","15","1000","0.5546740128558588"
"1143","0.25","0.5","0.75","0.02","300","15","1000","0.3997428833792738"
"1144","0.25","0.5","0.75","0.02","300","15","1000","0.4358494031221578"
"1145","0.25","0.5","0.75","0.02","300","15","1000","0.346538108356312"
"1146","0.25","0.5","0.75","0.02","300","15","1000","0.31474747474750314"
"1147","0.25","0.5","0.75","0.02","300","15","1000","0.49741046831958885"
"1148","0.25","0.5","0.75","0.02","300","15","1000","0.4198898071625574"
"1149","0.25","0.5","0.75","0.02","300","15","1000","0.4308907254362079"
"1150","0.25","0.5","0.75","0.02","300","15","1000","0.44817263544538755"
"1151","0.25","0.5","0.75","0.02","300","15","1000","0.34918273645549525"
"1152","0.25","0.5","0.75","0.02","300","15","1000","0.4140679522497954"
"1153","0.25","0.5","0.75","0.02","300","15","1000","0.3341414141414457"
"1154","0.25","0.5","0.75","0.02","300","15","1000","0.40477502295686824"
"1155","0.25","0.5","0.75","0.02","300","15","1000","0.43471074380168534"
"1157","0.25","0.5","0.75","0.02","300","15","1000","0.5030486685032419"
"1156","0.25","0.5","0.75","0.02","300","15","1000","0.45818181818184384"
"1159","0.25","0.5","0.75","0.02","300","15","1000","0.3518273645546595"
"1158","0.25","0.5","0.75","0.02","300","15","1000","0.4327640036731188"
"1160","0.25","0.5","0.75","0.02","300","15","1000","0.4331864095500741"
"1161","0.25","0.5","0.75","0.02","300","15","1000","0.39450872359965644"
"1162","0.25","0.5","0.75","0.02","300","15","1000","0.43682277318643786"
"1163","0.25","0.5","0.75","0.02","300","15","1000","0.5072176308540255"
"1164","0.25","0.5","0.75","0.02","300","15","1000","0.44106519742885886"
"1165","0.25","0.5","0.75","0.02","300","15","1000","0.46143250688707466"
"1166","0.25","0.5","0.75","0.02","300","15","1000","0.4456749311295031"
"1167","0.25","0.5","0.75","0.02","300","15","1000","0.43900826446283686"
"1168","0.25","0.5","0.75","0.02","300","15","1000","0.41733700642794025"
"1169","0.25","0.5","0.75","0.02","300","15","1000","0.3764370982553075"
"1170","0.25","0.5","0.75","0.02","300","15","1000","0.3469421487603543"
"1171","0.25","0.5","1","0.02","300","15","1000","0.5067584940312493"
"1172","0.25","0.5","1","0.02","300","15","1000","0.40942148760333996"
"1173","0.25","0.5","1","0.02","300","15","1000","0.45456382001839074"
"1174","0.25","0.5","1","0.02","300","15","1000","0.43302112029387907"
"1175","0.25","0.5","1","0.02","300","15","1000","0.29313131313134266"
"1176","0.25","0.5","1","0.02","300","15","1000","0.500275482093692"
"1177","0.25","0.5","1","0.02","300","15","1000","0.547015610651994"
"1178","0.25","0.5","1","0.02","300","15","1000","0.3037098255280276"
"1179","0.25","0.5","1","0.02","300","15","1000","0.4042240587695438"
"1180","0.25","0.5","1","0.02","300","15","1000","0.49792470156108765"
"1181","0.25","0.5","1","0.02","300","15","1000","0.4803122130395122"
"1182","0.25","0.5","1","0.02","300","15","1000","0.25768595041325093"
"1183","0.25","0.5","1","0.02","300","15","1000","0.36011019283749435"
"1184","0.25","0.5","1","0.02","300","15","1000","0.4319926538108601"
"1185","0.25","0.5","1","0.02","300","15","1000","0.38683195592288633"
"1186","0.25","0.5","1","0.02","300","15","1000","0.4952433425160902"
"1188","0.25","0.5","1","0.02","300","15","1000","0.317079889807189"
"1187","0.25","0.5","1","0.02","300","15","1000","0.45123966942151056"
"1189","0.25","0.5","1","0.02","300","15","1000","0.46510560146926777"
"1190","0.25","0.5","1","0.02","300","15","1000","0.49678604224061484"
"1191","0.25","0.5","1","0.02","300","15","1000","0.6074931129476748"
"1192","0.25","0.5","1","0.02","300","15","1000","0.48095500459139173"
"1193","0.25","0.5","1","0.02","300","15","1000","0.5024977043159178"
"1194","0.25","0.5","1","0.02","300","15","1000","0.3839669421487906"
"1195","0.25","0.5","1","0.02","300","15","1000","0.40471992653813277"
"1196","0.25","0.5","1","0.02","300","15","1000","0.5259136822773469"
"1197","0.25","0.5","1","0.02","300","15","1000","0.4433425160698116"
"1198","0.25","0.5","1","0.02","300","15","1000","0.504517906336113"
"1199","0.25","0.5","1","0.02","300","15","1000","0.39965105601472234"
"1200","0.25","0.5","1","0.02","300","15","1000","0.44027548209368217"
"1201","0.25","0.75","0","0.02","300","15","1000","0.6605876951331658"
"1202","0.25","0.75","0","0.02","300","15","1000","0.5449035812672459"
"1203","0.25","0.75","0","0.02","300","15","1000","0.5144536271809227"
"1204","0.25","0.75","0","0.02","300","15","1000","0.4412121212121488"
"1205","0.25","0.75","0","0.02","300","15","1000","0.6304315886134364"
"1206","0.25","0.75","0","0.02","300","15","1000","0.562056932966045"
"1207","0.25","0.75","0","0.02","300","15","1000","0.46405876951334873"
"1208","0.25","0.75","0","0.02","300","15","1000","0.6002754820936886"
"1209","0.25","0.75","0","0.02","300","15","1000","0.41884297520664315"
"1210","0.25","0.75","0","0.02","300","15","1000","0.5880440771350134"
"1211","0.25","0.75","0","0.02","300","15","1000","0.8704315886134294"
"1212","0.25","0.75","0","0.02","300","15","1000","0.598659320477526"
"1214","0.25","0.75","0","0.02","300","15","1000","0.48409550045916644"
"1213","0.25","0.75","0","0.02","300","15","1000","0.49366391184576314"
"1215","0.25","0.75","0","0.02","300","15","1000","0.6650321395776235"
"1216","0.25","0.75","0","0.02","300","15","1000","0.6114416896235302"
"1217","0.25","0.75","0","0.02","300","15","1000","0.5890174471992845"
"1218","0.25","0.75","0","0.02","300","15","1000","0.5478420569329971"
"1219","0.25","0.75","0","0.02","300","15","1000","0.5203673094582464"
"1220","0.25","0.75","0","0.02","300","15","1000","0.6896235078053523"
"1221","0.25","0.75","0","0.02","300","15","1000","0.4345270890725673"
"1222","0.25","0.75","0","0.02","300","15","1000","0.5625344352617392"
